,V8_base,V8_single_same_initial,V8_single_same_budget,V8_leverage_1_5,V8_maker_fee_1_2bps,V8_taker_only,V4_1_2,V4_1_2_plus_V8,V4_1_2_plus_V8_1_5,V4_1_2_plus_V8_single
2020-01-06 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-07 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-08 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-09 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-10 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-11 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-12 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-13 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-14 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-15 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-16 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-17 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-18 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-19 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-20 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-21 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-22 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-23 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-24 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-24 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-24 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-24 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-24 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-24 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-25 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-25 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-25 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-25 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-25 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-25 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-26 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-26 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-26 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-26 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-26 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-26 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0
2020-01-27 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10037.12923282666,10037.12923282666,10037.12923282666,10037.12923282666
2020-01-27 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10080.763465089967,10080.763465089967,10080.763465089967,10080.763465089967
2020-01-27 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10071.581567724255,10071.581567724255,10071.581567724255,10071.581567724255
2020-01-27 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10130.390833510835,10130.390833510835,10130.390833510835,10130.390833510835
2020-01-27 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10240.971679665994,10240.971679665994,10240.971679665994,10240.971679665994
2020-01-27 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10638.443301784238,10638.443301784238,10638.443301784238,10638.443301784238
2020-01-28 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10578.092427211786,10578.092427211786,10578.092427211786,10578.092427211786
2020-01-28 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11104.99965264981,11104.99965264981,11104.99965264981,11104.99965264981
2020-01-28 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10856.271185833495,10856.271185833495,10856.271185833495,10856.271185833495
2020-01-28 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10946.7893163467,10946.7893163467,10946.7893163467,10946.7893163467
2020-01-28 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10907.275410307737,10907.275410307737,10907.275410307737,10907.275410307737
2020-01-28 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10867.769734249256,10867.769734249256,10867.769734249256,10867.769734249256
2020-01-29 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11122.89599138738,11122.89599138738,11122.89599138738,11122.89599138738
2020-01-29 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10982.70082172365,10982.70082172365,10982.70082172365,10982.70082172365
2020-01-29 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11016.972714988278,11016.972714988278,11016.972714988278,11016.972714988278
2020-01-29 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10960.546747918748,10960.546747918748,10960.546747918748,10960.546747918748
2020-01-29 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10940.96080501931,10940.96080501931,10940.96080501931,10940.96080501931
2020-01-29 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11029.609662929262,11029.609662929262,11029.609662929262,11029.609662929262
2020-01-30 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10951.281443633332,10951.281443633332,10951.281443633332,10951.281443633332
2020-01-30 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10931.303929399952,10931.303929399952,10931.303929399952,10931.303929399952
2020-01-30 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11023.341600840651,11023.341600840651,11023.341600840651,11023.341600840651
2020-01-30 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10863.969861826328,10863.969861826328,10863.969861826328,10863.969861826328
2020-01-30 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10914.102368357006,10914.102368357006,10914.102368357006,10914.102368357006
2020-01-30 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11243.098778275393,11243.098778275393,11243.098778275393,11243.098778275393
2020-01-31 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11265.117998668817,11265.117998668817,11265.117998668817,11265.117998668817
2020-01-31 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11046.524429884275,11046.524429884275,11046.524429884275,11046.524429884275
2020-01-31 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11007.136466868476,11007.136466868476,11007.136466868476,11007.136466868476
2020-01-31 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10904.979623077224,10904.979623077224,10904.979623077224,10904.979623077224
2020-01-31 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10908.96093034785,10908.96093034785,10908.96093034785,10908.96093034785
2020-01-31 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10886.113677883726,10886.113677883726,10886.113677883726,10886.113677883726
2020-02-01 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10915.664594041127,10915.664594041127,10915.664594041127,10915.664594041127
2020-02-01 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10963.993347968742,10963.993347968742,10963.993347968742,10963.993347968742
2020-02-01 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10956.265806325182,10956.265806325182,10956.265806325182,10956.265806325182
2020-02-01 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10909.160244877512,10909.160244877512,10909.160244877512,10909.160244877512
2020-02-01 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10898.296089093312,10898.296089093312,10898.296089093312,10898.296089093312
2020-02-01 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10915.162645949207,10915.162645949207,10915.162645949207,10915.162645949207
2020-02-02 00:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10926.512923035529,10926.512923035529,10926.512923035529,10926.512923035529
2020-02-02 04:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10850.603845671458,10850.603845671458,10850.603845671458,10850.603845671458
2020-02-02 08:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10872.926557130162,10872.926557130162,10872.926557130162,10872.926557130162
2020-02-02 12:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10873.135471843108,10873.135471843108,10873.135471843108,10873.135471843108
2020-02-02 16:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10873.135471843108,10873.135471843108,10873.135471843108,10873.135471843108
2020-02-02 20:00:00+00:00,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10833.712247277546,10833.712247277546,10833.712247277546,10833.712247277546
