ema_fast,ema_slow,atr_period,adx_period,adx_enter,adx_exit,trend_separation_atr,rsi_period,rsi_entry,rsi_exit,bb_period,bb_std,mr_stop_atr,mr_max_bars,target_vol,max_leverage,trend_scale,rebound_scale,allow_short,rebalance_bars,vol_risk_enabled,realized_vol_period,vol_baseline_period,vol_shock_enter,vol_shock_exit,vol_shock_scale,vol_momentum_period,train_cagr,train_sharpe,train_max_drawdown,train_turnover_multiple,train_max_leverage_observed,validation_cagr,validation_sharpe,validation_max_drawdown,validation_turnover_multiple,validation_max_leverage_observed,pre_cagr,pre_sharpe,pre_max_drawdown,pre_turnover_multiple,pre_max_leverage_observed,score
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.15,5.0,1.15,0.65,False,72,True,12,90,1.25,1.1,0.25,36,0.7564254449662449,1.3516809199503874,-0.30963196423873385,257.3648714773057,4.342462281255083,1.740687691137067,1.885540063342064,-0.3273934696529257,277.33205453505946,5.0,1.0985045290212132,1.5841658830034477,-0.32739346965292604,534.6969260123651,5.0,1.3229779421706762
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.15,5.0,1.15,0.5,False,72,True,12,90,1.25,1.1,0.25,36,0.7537302604451384,1.3490167213149178,-0.3132116244562442,255.2787986657791,4.342462281255083,1.7369779269115964,1.883622005712995,-0.3268245881397551,276.0983914010562,5.0,1.0954365731665128,1.5818626590803726,-0.3268245881397551,531.3771900668353,5.0,1.319665239294395
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.05,5.0,1.25,0.65,False,72,True,12,90,1.25,1.1,0.25,36,0.7497943977165886,1.3507734260094608,-0.308728391813358,254.70111961037367,4.309627027710622,1.7341187033664944,1.8877498131162518,-0.32501394951286955,274.8862040463472,5.0,1.0917395172991857,1.5848036858341301,-0.32501394951286944,529.5873236567209,5.0,1.3179072472017188
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.1,6.0,1.35,0.65,False,48,True,12,90,1.25,1.1,0.25,36,0.7758624365459077,1.3354856050578996,-0.35403442786326056,289.6723756168682,4.87603515135259,1.7820207914898725,1.8207593608503039,-0.36203322269492566,315.68228090300244,5.933854925138408,1.1250916187051758,1.5471056219641441,-0.3620332226949259,605.3546565198706,5.933854925138408,1.3160321237548231
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.05,5.0,1.25,0.5,False,72,True,12,90,1.25,1.1,0.25,36,0.7473291471985768,1.348284018544564,-0.3120143100091094,252.79644443463195,4.309627027710622,1.7307247540912205,1.8859666660659522,-0.3244930653255339,273.75981596747465,5.0,1.0889329746506666,1.582655594233241,-0.3244930653255351,526.5562604021067,5.0,1.314858570268561
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.1,6.0,1.35,0.5,False,48,True,12,90,1.25,1.1,0.25,36,0.7732486169163244,1.3329999703131585,-0.35724470807511133,287.677001623234,4.87603515135259,1.7755359327571107,1.8175338151500675,-0.36283852815022377,314.0352732791978,5.933854925138408,1.121233487983254,1.5443048990543249,-0.36493929648493106,601.7122749024318,5.933854925138408,1.3099253205455292
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.1,6.0,1.15,0.65,False,72,True,12,90,1.25,1.1,0.25,36,0.7234766881206822,1.3516849092563648,-0.29729793268213134,246.17509445655332,4.153659573374428,1.7248471299265753,1.9050567296161829,-0.31477898728385656,265.8184523423861,5.054765306599384,1.0699956217543094,1.5939455892305077,-0.314778987283857,511.9935467989394,5.054765306599384,1.3048040578808062
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.1,6.0,1.15,0.5,False,72,True,12,90,1.25,1.1,0.25,36,0.7209399729417145,1.3490207078897105,-0.3007901784593714,244.1797204629192,4.153659573374428,1.7213114002906686,1.9031759900983518,-0.314224827296003,264.6384267359482,5.054765306599384,1.067093465544518,1.5916654806321302,-0.31422482729600254,508.81814719886734,5.054765306599384,1.301636380336979
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.1,5.0,1.15,0.65,False,72,True,12,90,1.25,1.1,0.25,36,0.7234766881206822,1.3516849092563648,-0.29729793268213134,246.17509445655332,4.153659573374428,1.7084656486493839,1.9013331490337184,-0.314778987283856,265.70892172918735,5.0,1.0650080989655728,1.5920697364543996,-0.31477898728385667,511.8840161857406,5.0,1.2997294767691216
30,120,20,14,27.0,18.0,0.15,14,27.0,52.0,24,2.0,2.2,18,1.1,5.0,1.15,0.5,False,72,True,12,90,1.25,1.1,0.25,36,0.7209399729417145,1.3490207078897105,-0.3007901784593714,244.1797204629192,4.153659573374428,1.704951175431193,1.899444964623454,-0.314224827296003,264.5288961227494,5.0,1.0621129353165752,1.5897849692645147,-0.314224827296003,508.70861658566855,5.0,1.296568278012925
