period,year,code,strategy,total_return,cagr,annualized_volatility,sharpe,sortino,max_drawdown,trade_count,win_rate,final_equity,max_leverage_observed,average_leverage,turnover_multiple,rebalance_events,start_price,end_price
2021,2021,V5,谨慎对称趋势与空头确认,0.5958997646155779,0.5964107941600858,0.3919095371132668,1.3824984838956078,2.6589336619948716,-0.21988679601792493,90.0,0.3333333333333333,15958.99764615578,2.372930492772426,0.20953373944252898,112.24474268820347,303.0,,
2021,2021,P,BTCUSDT 价格,0.5961270641289209,,0.8725849838303347,0.9720907142749592,,-0.542222950548744,,,,,,,,28951.68,46210.56
2022,2022,V1,基础趋势跟随与 ATR 仓位,-0.1389660272484634,-0.1390542617942584,0.31441033720088235,-0.3167741016026996,-0.433572225188641,-0.28163927405851297,20.0,0.4,8610.339727515366,3.119413446775403,0.2457608497467985,56.23310651681146,45.0,,
2022,2022,V2,资金费率拥挤过滤趋势,-0.1658722009927991,-0.16597581416974116,0.3265981627712783,-0.3898598718618871,-0.5312630990506606,-0.3081940499225311,20.0,0.4,8341.277990072009,3.2753841191141735,0.2523215398239108,58.852060950075156,48.0,,
2022,2022,V3,波动率与下行风险自适应,-0.09768771289708855,-0.09775123999829283,0.31229207347809435,-0.17200012464116202,-0.24429666283238607,-0.28241212634082047,20.0,0.35,9023.122871029114,4.4432145282507145,0.22792978379057802,73.47317938850045,84.0,,
2022,2022,V4,稳健长多趋势-反弹混合,-0.05261352376976869,-0.052648594695195894,0.3066350204574859,-0.021982900432158347,-0.03137285813838784,-0.25571225149501886,20.0,0.35,9473.864762302313,4.331527503981212,0.22364479281181235,73.24723871256123,88.0,,
2022,2022,V5,谨慎对称趋势与空头确认,-0.021418953159128784,-0.021433465319932177,0.30833727183658144,0.08489397284301081,0.12189485960775427,-0.23825472129577774,80.0,0.4125,9785.810468408712,4.331527503981212,0.24909733678793375,89.3532597407937,246.0,,
2022,2022,P,BTCUSDT 价格,-0.6421250900227135,,0.6132771828175457,-1.368226091853123,,-0.6721240323018175,,,,,,,,46210.56,16537.6
2023,2023,V1,基础趋势跟随与 ATR 仓位,4.040411012422013,4.0459982180662175,0.7179728157090288,2.5903536262830373,5.5034315541410415,-0.32086003255382245,32.0,0.40625,50404.11012422013,4.994827378062632,0.7245248048113409,126.50733543631834,74.0,,
2023,2023,V2,资金费率拥挤过滤趋势,3.968135526823816,3.9735934150205825,0.7507483436556066,2.486982746223388,5.266838743963447,-0.32471052821329727,32.0,0.40625,49681.355268238156,5.244568746965763,0.7501046846256635,122.14702316992516,75.0,,
2023,2023,V3,波动率与下行风险自适应,3.9708307292534277,3.976293426900959,0.7298685382816971,2.5440185343661876,5.13731417549024,-0.31848315095379875,32.0,0.375,49708.30729253428,6.5,0.6800194240749361,158.31541719835153,135.0,,
2023,2023,V4,稳健长多趋势-反弹混合,3.5183927737252674,3.5230626117857273,0.7159719373919557,2.4459859960281274,4.985699099610293,-0.30670722117450655,32.0,0.34375,45183.92773725268,6.5,0.6521037943000996,164.1094932370773,136.0,,
2023,2023,V5,谨慎对称趋势与空头确认,3.4430797608710817,3.4476205571011613,0.716438988829925,2.421379462302688,4.940229641537014,-0.30418556888123915,79.0,0.34177215189873417,44430.79760871082,6.5,0.6764600514775811,182.9225557693572,248.0,,
2023,2023,P,BTCUSDT 价格,1.5586542182662542,,0.4228509727653106,2.432911531222811,,-0.21284007301655627,,,,,,,,16537.6,42314.0
2024,2024,V1,基础趋势跟随与 ATR 仓位,0.4620734796537578,0.46093585520052827,0.5028317516155972,1.0032855983276583,1.5798146157556654,-0.35168608862649764,41.0,0.36585365853658536,14620.734796537577,3.2066364752269862,0.5607992433234039,152.1016134004323,94.0,,
2024,2024,V2,资金费率拥挤过滤趋势,0.5762704214882883,0.5748012293882119,0.4803054319421462,1.1816418692838946,1.9618079646600244,-0.26729458085534186,41.0,0.36585365853658536,15762.704214882882,3.3669682989883354,0.5513311662504039,180.9040363475104,134.0,,
2024,2024,V3,波动率与下行风险自适应,0.6607288614856526,0.6590034968050544,0.45085485020942445,1.344917627811777,2.2624312917076224,-0.2865946736389403,41.0,0.2926829268292683,16607.288614856527,3.556124653997662,0.4913471710274463,190.59574442090613,186.0,,
2024,2024,V4,稳健长多趋势-反弹混合,0.5714781803758664,0.5700232510877079,0.43872915099207216,1.244385694246972,2.0795953978743578,-0.28155343296276747,41.0,0.3170731707317073,15714.781803758664,3.5231329907770013,0.47320927026903586,202.93934328427713,193.0,,
2024,2024,V5,谨慎对称趋势与空头确认,0.5998271718890116,0.59828743839901,0.43925390047936097,1.284025381413789,2.151865465902839,-0.26398778792207134,85.0,0.38823529411764707,15998.271718890115,3.5231329907770013,0.49190475728869903,214.39146074132174,319.0,,
2024,2024,P,BTCUSDT 价格,1.2108262040932076,,0.5185371590670901,1.785324022981926,,-0.30086008291564426,,,,,,,,42314.0,93548.9
2025,2025,V1,基础趋势跟随与 ATR 仓位,0.32048899484137827,0.32074045627322567,0.4178708912927426,0.8734892025862522,1.3653451458718742,-0.2654039570038861,36.0,0.4166666666666667,13204.889948413784,3.2673978934866295,0.5269932718550345,157.50355757133391,79.0,,
2025,2025,V2,资金费率拥挤过滤趋势,0.3507188007519031,0.35099696357304144,0.43371973326772495,0.9092080450825275,1.4255219163115056,-0.258321865348745,36.0,0.4166666666666667,13507.188007519031,3.430767788160961,0.5432233165222378,154.50042546664645,82.0,,
2025,2025,V3,波动率与下行风险自适应,0.5711059619479899,0.5715921974111944,0.42511294889633244,1.2731768903634557,2.1115198181781554,-0.21609522126277303,36.0,0.3888888888888889,15711.0596194799,4.491383327994463,0.464683162410589,167.07297454407697,128.0,,
2025,2025,V4,稳健长多趋势-反弹混合,0.5352979355012131,0.5357488371623615,0.4218956860043049,1.2251319426955576,2.017715384293221,-0.22255985695287306,35.0,0.34285714285714286,15352.97935501213,4.491383327994463,0.4587190469346511,165.58915512631813,125.0,,
2025,2025,V5,谨慎对称趋势与空头确认,0.4876822722064189,0.48808707812063323,0.4227975699832366,1.1488867604479536,1.897952768225179,-0.2244475288327915,92.0,0.358695652173913,14876.82272206419,4.491383327994463,0.4870460272116115,184.60946816768723,278.0,,
2025,2025,P,BTCUSDT 价格,-0.06350368630737502,,0.4417497020528222,0.07230126795891605,,-0.34364332990579727,,,,,,,,93548.9,87608.2
2026 YTD,2026,A,原 Aggressive,0.221439479053823,0.3622582270750918,0.38740000139368147,0.9888770650286809,1.7004836868236628,-0.2786320018981957,19.0,0.42105263157894735,12214.39479053823,3.5842477660527305,0.45725922540366204,88.4036252843847,44.0,,
2026 YTD,2026,B,资金费因子,0.22430116066509065,0.36719395682242295,0.4040786284021277,0.9729971859056566,1.6767189301358763,-0.2943106453696118,19.0,0.3684210526315789,12243.011606650905,3.763460154355367,0.4761534499358,95.79002689593412,46.0,,
2026 YTD,2026,C,自适应 V1,0.27373701181739274,0.45344758407122976,0.40986355560329096,1.1133345695739485,1.9541816883478202,-0.2851087625344808,19.0,0.2631578947368421,12737.370118173927,4.145600842359244,0.4344134377683885,101.36747638343003,77.0,,
2026 YTD,2026,D,稳健 V3（仅多，优先）,0.3168647042388153,0.5302037330993941,0.42706413239938285,1.205196611511189,2.1342466095614983,-0.2604180480996583,21.0,0.2857142857142857,13168.647042388153,4.145600842359244,0.43789675123165145,103.83176946243529,79.0,,
2026 YTD,2026,E,谨慎对称空头 V4,0.2987543859373871,0.49780232144208636,0.42812722031307665,1.1533000680471728,2.047992251205769,-0.2680264036165452,64.0,0.34375,12987.54385937387,4.145600842359244,0.4733929120160834,119.6550952368224,194.0,,
2026 YTD,2026,P,BTCUSDT 价格,-0.0907072625621802,,0.42798125604394877,-0.12928436149005174,,-0.3997621932529536,,,,,,,,87608.2,79661.5
