entry_time,side,equity_before,entry_permission_reason,entry_trend_quality,entry_direction_context,entry_signal_mode,exit_time,holding_minutes,pnl,exit_reason,equity_at_trigger
2020-08-22 00:00:00+00:00,short,10035.788818314382,confirmed_breakout_short,0.8506259473461312,breakout_follow,breakout,2020-08-22 04:00:00+00:00,240.0,27.015249232948918,signal,
2020-08-25 16:01:00+00:00,short,10062.804067547331,confirmed_breakout_short,0.8275614848786645,breakout_follow,breakout,2020-08-25 17:48:00+00:00,107.0,130.79120237432107,take_profit,10196.938633399828
2020-08-25 20:00:00+00:00,short,10193.595269921652,confirmed_breakout_short,0.9752926885958502,breakout_follow,breakout,2020-08-26 00:00:00+00:00,240.0,-13.374072153746965,signal,
2020-09-01 08:00:00+00:00,long,10180.221197767905,confirmed_breakout_long,0.7926344974928872,breakout_follow,breakout,2020-09-01 14:03:00+00:00,363.0,-81.81269464993238,stop_loss,10102.63558717434
2020-09-03 12:00:00+00:00,short,10098.408503117973,confirmed_breakout_short,0.8146507785540807,breakout_follow,breakout,2020-09-03 12:26:00+00:00,26.0,136.29213250526846,take_profit,10236.875439437104
2020-09-05 16:01:00+00:00,short,10234.700635623241,confirmed_breakout_short,0.8203297852117966,breakout_follow,breakout,2020-09-06 00:00:00+00:00,479.0,25.78305644854845,signal,
2020-09-08 12:01:00+00:00,short,10260.48369207179,confirmed_breakout_short,0.9135389156626408,breakout_follow,breakout,2020-09-08 20:00:00+00:00,479.0,-7.7320688727104425,signal,
2020-09-14 16:00:00+00:00,long,10252.75162319908,confirmed_breakout_long,0.7953917485116933,breakout_follow,breakout,2020-09-14 20:00:00+00:00,240.0,-25.265227764683004,signal,
2020-09-21 16:01:00+00:00,short,10227.486395434396,confirmed_breakout_short,0.8998565627334878,breakout_follow,breakout,2020-09-21 20:00:00+00:00,239.0,-43.7791065727306,signal,
2020-09-23 20:00:00+00:00,short,10183.707288861666,confirmed_breakout_short,0.8673313933162046,breakout_follow,breakout,2020-09-24 04:00:00+00:00,480.0,-7.36579580221769,signal,
2020-09-28 04:02:00+00:00,long,10176.341493059448,confirmed_breakout_long,0.8803575572804381,breakout_follow,breakout,2020-09-28 08:00:00+00:00,238.0,-32.79715226281587,signal,
2020-10-02 08:00:00+00:00,short,10143.544340796632,confirmed_breakout_short,0.7563118351655007,breakout_follow,breakout,2020-10-02 12:00:00+00:00,240.0,27.936283015031222,signal,
2020-10-08 16:02:00+00:00,long,10171.480623811663,confirmed_breakout_long,0.7450779520636153,breakout_follow,breakout,2020-10-08 20:00:00+00:00,238.0,-38.76851844518205,signal,
2020-10-09 12:00:00+00:00,long,10132.712105366481,confirmed_breakout_long,0.8860171522360352,breakout_follow,breakout,2020-10-09 16:00:00+00:00,240.0,21.86526545637571,signal,
2020-10-12 16:00:00+00:00,long,10154.577370822857,confirmed_breakout_long,0.9260064146092029,breakout_follow,breakout,2020-10-12 20:00:00+00:00,240.0,-5.679056766375652,signal,
